min_salary,max_salary,has_company_logo,has_questions,employment_type,required_experience,required_education,fraudulent
160000,180000,1,1,2,4,0,0
50000,300000,0,0,1,6,9,0
60000,75000,1,1,1,6,9,0
80000,95000,0,0,1,5,1,0
80000,110000,0,1,1,0,9,0
10000,15000,1,0,4,4,1,0
100,150,1,1,1,5,1,0
40000,65000,1,1,1,2,4,1
28000,32000,1,1,1,2,4,1
15750,15750,0,1,1,6,9,0
100,120,0,1,1,5,1,0
23000,26000,1,1,1,2,4,1
23000,28000,1,1,1,2,4,1
26000,30000,1,1,1,0,4,1
30000,40000,1,1,1,0,4,1
22000,22000,0,1,1,6,9,0
45000,70000,1,1,1,0,4,1
26000,32000,1,1,1,2,4,1
28000,32000,1,1,1,0,4,1
23000,28000,1,1,1,0,4,1
28000,32000,1,1,1,0,4,1
32000,40000,1,1,1,0,4,1
90000,125000,1,1,1,1,1,0
50000,60000,0,1,1,6,2,0
0,0,1,0,4,4,7,0
25000,45000,1,1,1,5,1,0
32000,52000,1,1,1,0,1,0
130000,180000,1,1,1,1,1,0
25000,35000,1,1,1,2,1,0
20000,25000,1,1,1,2,1,0
3000,6000,1,1,1,2,0,0
40000,50000,1,1,1,5,1,0
50000,75000,1,1,1,5,1,0
30000,35000,1,1,1,0,1,0
40000,50000,0,0,1,0,9,0
3000,6000,1,1,1,2,0,0
2000,4000,1,1,1,2,0,0
65000,85000,1,1,1,5,7,1
45000,50000,1,1,1,5,1,0
40000,50000,1,1,1,5,10,0
60000,120000,1,0,0,0,1,0
60000,120000,1,1,0,0,9,0
20000,27000,1,0,1,6,9,0
25000,35000,1,0,1,2,4,0
50000,80000,1,1,1,5,5,0
2000000,15000000,1,0,1,0,1,0
50000,120000,0,1,1,5,1,0
65000,72000,1,1,3,5,1,0
6000000,7000000,0,0,1,5,9,0
40000,50000,1,1,1,0,9,0
15000,30000,1,0,1,6,1,0
15000,30000,1,0,0,0,1,0
20000,40000,1,0,0,3,5,0
25000,35000,1,0,1,2,4,0
90000,110000,1,1,1,5,1,0
21600,31200,1,0,3,2,4,1
40000,50000,1,0,1,0,1,0
50000,65000,1,0,1,5,1,0
18000,18000,0,1,0,6,9,0
55000,85000,0,1,1,5,9,0
80000,100000,1,1,1,5,9,0
7200,1380000,0,0,1,6,9,1
7200,1380000,0,0,1,6,9,1
120000,120000,0,0,1,5,1,0
7200,1380000,0,0,2,6,9,1
20000,60000,1,0,1,0,1,0
20000,60000,1,0,1,4,1,0
20000,60000,1,0,1,4,1,0
60000,80000,0,1,1,5,1,0
11000,11000,1,1,0,4,4,0
18000,25000,1,0,1,2,1,0
60000,70000,1,0,0,6,9,0
30000,40000,0,1,1,0,1,0
70000,85000,1,0,1,5,1,0
20000,40000,1,0,1,0,1,0
70000,90000,1,1,1,0,1,0
60000,65000,0,1,1,0,1,0
35000,45000,1,0,1,2,9,0
70000,80000,1,1,1,5,1,0
0,0,1,1,4,6,9,0
20000,50000,1,0,0,0,1,0
25000,50000,1,0,0,5,5,0
200000,250000,1,1,1,6,1,0
20000,40000,1,0,0,4,1,0
20000,60000,1,0,0,0,1,0
18000,21000,1,1,1,2,1,0
0,0,1,1,1,4,7,0
37500,42500,0,0,1,2,7,0
20000,50000,1,0,0,3,1,0
100000,130000,1,1,1,5,1,0
29000,32000,1,0,1,0,4,0
50000,72000,1,1,1,0,1,0
18000,22000,1,0,1,6,1,0
45,65,1,1,1,5,1,0
0,35000,1,1,1,0,1,0
40000,60000,1,0,1,5,9,0
80000,90000,1,1,1,0,0,0
14000,22400,1,1,1,0,9,0
140000,150000,1,1,1,5,4,0
70000,90000,1,1,1,5,4,0
70000,90000,1,1,1,5,4,0
70000,90000,1,1,1,5,4,0
70000,90000,1,1,1,5,4,0
70000,90000,1,1,1,5,4,0
70000,90000,1,1,1,5,4,0
70000,90000,1,1,1,5,4,0
70000,90000,1,1,1,5,4,0
70000,90000,1,1,1,5,4,0
140000,150000,1,1,1,5,4,0
150000,160000,1,1,1,5,4,0
140000,150000,1,1,1,5,4,0
140000,150000,1,1,1,5,4,0
140000,150000,1,1,1,5,4,0
140000,150000,1,1,1,5,4,0
140000,150000,1,1,1,5,4,0
140000,160000,1,1,1,5,4,0
140000,150000,1,1,1,5,4,0
140000,150000,1,1,1,5,4,0
40000,50000,1,1,1,6,4,0
60000,75000,1,1,1,5,5,0
80000,100000,1,1,1,5,10,0
0,0,0,0,3,6,9,0
0,0,0,0,3,6,9,0
60000,90000,1,1,1,2,1,1
40000,50000,1,0,1,2,4,0
25000,30000,1,0,1,0,4,0
35000,45000,1,1,1,0,4,1
200,250,0,0,1,1,9,0
20,25,1,0,1,6,9,0
40000,65000,1,1,1,5,4,1
70000,90000,1,1,2,6,9,0
30000,38000,1,1,1,2,4,1
36000,42000,1,1,4,0,9,0
0,0,0,0,1,6,9,0
15000,200000,1,1,1,2,4,0
80000,95000,1,1,1,5,1,0
120000,150000,1,1,1,1,1,0
120000,150000,1,1,1,1,1,0
65000,85000,1,1,1,5,1,0
80000,95000,1,0,1,5,1,0
40000,45000,1,1,1,5,1,0
50,90,0,0,0,5,1,0
22000,30000,1,0,1,5,1,0
18500,25000,1,1,1,2,9,0
70000,90000,1,1,1,5,4,0
25000,40000,0,1,1,0,1,0
20000,24000,1,0,1,2,9,0
25000,30000,1,1,1,6,9,0
75000,90000,1,0,1,5,1,0
70000,90000,1,1,1,5,4,0
70000,90000,1,1,1,5,4,0
92000,141000,0,0,1,5,1,0
35,60,1,1,1,0,1,0
1000,26000,0,0,0,6,4,0
76800,96000,0,0,1,5,1,0
25000,35000,1,0,1,0,1,0
32000,45000,1,1,1,0,4,0
35000,40000,1,1,1,5,1,0
35000,45000,1,1,1,5,1,0
85000,110000,1,0,1,5,9,0
90000,120000,1,1,1,0,0,0
30000,40000,1,1,1,2,9,0
12000,19000,1,1,2,4,4,0
55000,70000,1,1,1,5,1,0
70000,90000,1,1,1,5,4,0
140000,150000,1,1,1,5,4,0
19000,24000,1,1,1,2,1,0
55000,70000,1,1,1,5,1,0
70000,90000,1,1,1,5,4,0
70000,90000,1,1,1,5,4,0
40000,50000,0,1,1,5,9,0
70000,90000,1,1,1,5,4,0
140000,150000,1,1,1,5,4,0
140000,150000,1,1,1,5,4,0
30000,34000,1,1,1,6,9,1
196000,230000,0,0,0,5,1,0
50000,80000,1,1,1,5,9,0
50000,60000,1,1,1,0,1,0
50000,100000,1,1,1,0,1,0
42000,58000,1,1,1,0,1,0
140000,150000,1,1,1,5,4,0
140000,150000,1,1,1,5,4,0
45000,67000,1,0,1,2,9,0
150000,16500000,0,0,1,5,1,0
60000,70000,1,1,0,0,1,0
50000,70000,1,1,1,5,0,0
35000,65000,1,1,1,0,0,0
60000,73000,1,0,1,5,9,0
0,0,1,0,2,4,1,0
50000,65000,1,0,1,5,4,0
60000,70000,1,0,1,5,1,0
0,50000,1,0,3,6,9,0
240000,240000,0,0,1,5,1,0
45000,50000,0,1,1,2,4,0
10000,15000,1,0,4,4,1,0
70000,90000,1,1,1,0,1,0
500000,800000,0,1,1,3,3,0
30000,60000,0,1,1,2,1,0
17,20,0,0,1,6,9,1
30000,40000,1,1,1,0,0,0
0,0,1,0,1,0,1,0
100000,250000,0,0,1,2,4,0
130000,150000,0,0,0,5,1,0
20000,30000,0,1,1,5,1,0
55000,75000,0,0,1,2,4,0
90000,100000,1,1,1,1,1,0
25000,30000,1,0,1,6,4,0
40000,80000,0,0,1,0,5,0
0,0,0,0,0,5,0,0
40000,70000,1,1,1,0,9,0
20000,30000,1,1,1,2,1,0
24000,27600,1,1,1,2,9,0
30000,40000,1,0,1,2,4,1
15000,30000,1,1,3,4,7,0
33000,36000,1,1,1,0,1,0
8000,13000,1,1,1,2,1,0
80000,100000,1,1,1,1,6,0
28000,32000,1,0,1,2,4,0
55000,60000,1,1,1,5,1,0
40000,60000,1,1,1,0,7,0
40000,50000,1,0,1,0,1,0
100000,130000,0,1,1,5,1,0
85000,120000,0,1,1,5,1,0
0,0,1,0,0,0,1,0
40,50,0,0,1,2,1,0
50000,80000,0,0,1,0,7,0
60000,80000,1,0,1,0,1,0
35000,75000,0,0,1,0,4,1
16000,18500,1,1,3,6,4,0
318278,400000,1,1,0,0,2,0
28000,40000,1,1,1,0,4,0
45000,60000,1,0,1,0,1,0
55000,75000,0,0,1,2,4,0
30000,48000,1,1,4,2,0,0
100000,117000,1,0,1,5,5,0
45000,95000,1,1,1,0,1,0
24000,28000,1,1,1,5,9,0
25000,30000,1,1,1,3,1,0
20000,50000,1,0,1,0,4,0
70000,80000,1,0,1,5,1,0
14400,24000,1,0,1,2,1,0
24,25,1,1,0,5,9,0
35,40,1,1,1,5,1,0
60000,90000,1,1,1,1,1,0
0,0,0,1,3,4,4,0
250000,300000,0,1,1,0,1,0
41000,45000,1,1,1,2,1,0
40000,55000,1,0,1,6,9,0
175,225,1,1,1,5,5,0
60000,80000,1,1,1,0,9,0
55000,75000,0,0,1,2,4,0
125,175,1,1,1,5,5,0
14000,15000,1,1,1,2,1,0
0,0,1,0,1,1,7,0
350000,500000,1,1,1,2,7,0
0,0,1,0,0,0,1,0
80000,100000,0,0,1,5,1,0
23000,28000,1,1,1,2,1,0
10000,30000,0,0,1,2,1,0
40000,45000,1,1,1,0,7,0
16000,18500,1,1,1,2,4,0
55000,75000,0,0,1,2,4,0
20000,25000,1,1,1,5,1,0
120,160,0,1,1,1,1,0
0,0,1,1,1,5,1,0
40000,60000,1,1,1,5,9,0
10000,100000,0,0,3,2,4,0
900,900,0,1,4,6,9,0
65000,70000,1,1,1,5,1,0
40000,100000,1,1,1,6,1,0
65000,100000,1,1,1,5,5,0
48000,60000,0,0,0,2,9,0
2000,4000,1,1,1,2,0,0
50000,70000,1,1,1,5,1,0
70000,125000,1,1,1,5,4,0
100000,150000,1,0,1,1,1,0
33280,37440,1,1,1,5,7,0
55000,75000,0,0,1,2,4,0
65000,100000,1,1,1,0,4,0
55000,75000,0,0,1,2,4,0
60000,80000,1,1,1,5,9,0
0,0,1,1,1,0,4,0
107000,115000,1,1,0,5,1,0
100000,110000,1,0,0,5,1,0
80000,89000,1,0,0,5,1,0
75000,100000,1,1,1,5,1,0
0,16000,1,1,1,6,9,0
14,15,0,0,1,0,4,0
65000,80000,1,1,1,5,2,1
55000,75000,0,0,1,2,4,0
18720,19760,1,1,1,0,4,0
16000,18500,1,1,1,2,4,0
40000,100000,0,0,1,2,9,0
95000,110000,1,1,1,5,1,0
60000,75000,1,1,1,2,9,0
0,0,1,1,1,0,1,0
8000,10000,1,1,1,0,1,0
45000,60000,1,1,1,5,1,0
18000,20000,1,1,3,5,10,0
35000,36000,1,0,1,0,1,0
0,0,1,0,1,5,1,0
60000,75000,1,1,1,1,1,0
190000,220000,1,1,1,3,1,0
40000,60000,1,1,1,0,1,0
0,0,1,0,1,4,1,0
35000,70000,1,1,1,0,0,0
24000,28000,0,0,1,0,9,0
100000,130000,1,1,1,5,1,0
30000,40000,1,1,1,0,1,0
37000,40000,0,0,1,2,4,1
45000,67000,1,0,1,2,9,0
45000,67000,1,0,1,2,9,0
45000,67000,1,0,1,2,9,0
37000,40000,0,0,1,2,4,1
35000,40000,0,0,1,2,4,1
0,0,1,1,0,5,0,0
1500000,2500000,1,1,1,0,1,0
65000,110000,1,1,1,5,1,0
90000,100000,0,0,1,5,1,0
22000,28000,1,1,1,0,1,0
700000,1200000,0,0,1,5,5,0
80000,95000,0,0,1,5,12,0
40000,45000,1,1,1,2,2,0
42000,62000,1,1,1,0,1,0
15000,20000,1,1,3,6,1,0
27000,32000,1,1,1,5,9,0
20000,40000,0,1,1,5,1,0
35000,45000,1,0,1,2,1,0
50000,100000,1,1,0,5,9,0
0,100000,1,0,0,0,6,0
23000,27000,0,1,1,6,6,0
40000,50000,1,0,1,6,9,0
16000,18500,1,1,1,2,4,0
5500,5500,1,1,4,4,9,0
40000,50000,1,1,1,5,0,1
23000,28000,1,1,1,2,4,1
26000,32000,1,1,1,2,4,1
25000,30000,1,1,1,3,9,0
10000,20000,1,1,1,0,1,0
400000,650000,1,1,1,0,1,0
30000,50000,1,1,1,0,9,0
10000,20000,0,0,1,0,2,0
110000,130000,0,0,1,6,1,0
30000,35000,1,1,1,5,1,0
1000,1000,0,1,1,2,4,0
10000,100000,1,0,1,2,4,0
20000,50000,1,1,1,0,1,0
22000,28000,0,0,1,5,1,0
25000,35000,1,1,1,2,1,0
0,25000,1,0,1,6,9,0
70000,90000,1,0,1,5,1,0
55000,75000,0,0,1,2,4,0
420000,540000,0,1,1,5,5,0
45000,67000,1,0,1,2,9,0
15750,15750,0,1,1,6,9,0
99000,99999,0,0,1,2,1,0
45000,50000,1,0,1,6,1,0
10800,10800,1,0,4,4,1,0
25000,31000,1,1,1,5,9,0
55000,68000,0,0,1,2,1,0
90000,120000,1,0,1,5,1,0
40000,70000,1,1,1,0,0,0
65000,75000,1,0,1,3,4,1
40000,60000,1,1,1,6,0,0
36000,42000,1,1,4,0,9,0
40000,50000,1,1,1,0,9,0
50000,65000,1,1,1,5,1,0
20000,25000,1,0,0,2,1,0
15750,15750,0,0,1,6,9,0
4500,4500,1,1,1,4,1,0
75000,100000,0,0,1,5,1,0
40000,45000,1,1,1,0,9,0
30000,50000,1,1,1,0,9,0
45812.00,,0,0,1,6,1,0
30000,35000,1,0,1,6,4,0
30000,40000,1,0,1,0,1,0
1300000,1800000,1,1,1,5,1,0
40000,54000,1,1,1,0,1,0
10000,120000,1,0,1,1,1,0
100000,125000,0,1,1,5,5,0
42000,54000,1,1,1,5,5,0
0,150000,0,1,1,5,9,0
100000,150000,1,1,1,1,1,0
70000,100000,1,0,1,5,1,0
20000,35000,1,0,1,0,1,0
95000,115000,1,1,1,5,4,1
55000,70000,0,1,1,5,1,0
0,0,1,0,3,5,9,0
45000,58000,1,0,1,2,9,0
20000,50000,1,1,1,2,4,0
40000,70000,1,1,1,0,0,0
0,110406,1,0,1,5,1,0
70000,90000,1,0,1,5,1,0
35000,55000,1,1,1,0,0,0
80000,120000,0,0,1,5,1,0
21000,25000,1,1,1,0,9,0
28000,30000,1,0,1,2,7,0
17,19,1,1,1,2,1,0
24000,29000,1,1,1,5,1,0
35000,55000,1,0,1,0,7,0
26000,31000,1,1,1,0,1,0
25000,35000,1,1,1,0,1,0
22000,25000,1,0,1,0,9,0
40000,80000,1,1,1,2,1,0
25000,30000,1,0,1,0,1,0
70000,80000,1,0,1,5,1,0
40000,50000,1,0,1,2,4,0
30000,35000,1,0,0,6,1,0
55000,60000,1,0,1,1,1,0
40000,45000,1,0,1,0,1,0
168000,216000,1,0,1,5,5,0
30000,50000,1,1,1,5,1,0
90000,120000,1,1,1,5,1,0
16000,18500,1,1,1,2,4,0
80000,120000,1,0,1,5,1,0
125000,135000,0,0,0,5,1,0
10000,20000,0,0,1,6,2,0
30,50,1,0,1,0,1,0
10000,10000,0,0,1,6,2,0
40000,100000,1,1,0,0,1,0
10000,30000,1,1,1,0,1,0
50000,65000,1,0,1,5,1,0
200000,300000,1,1,1,0,1,0
30000,40000,1,0,1,5,1,0
0,0,0,1,1,6,9,0
180000,240000,1,0,1,2,1,0
25000,30000,1,0,1,2,4,0
70000,85000,1,0,1,5,1,0
50000,80000,1,1,1,0,9,0
35000,40000,1,0,1,5,1,0
16500,18500,1,1,0,2,9,0
850,1000,0,1,1,2,4,0
80000,120000,0,1,1,5,9,0
9000,10000,0,0,3,4,9,0
40,100,0,0,1,5,1,0
900000,1200000,1,0,1,5,1,0
33000,34000,1,0,1,2,0,0
25000,30000,1,0,1,2,4,0
33000,34000,1,0,1,0,0,0
30000,50000,1,1,1,0,0,0
26000,28000,0,1,1,0,7,0
17000,35000,1,0,1,0,1,0
27000,32000,0,0,1,5,4,0
100000,150000,1,0,1,5,1,0
60000,120000,1,0,3,4,1,0
30000,40000,1,1,1,0,4,0
30000,40000,1,1,1,2,1,0
200000,250000,0,0,0,5,1,0
35000,45000,1,0,1,5,1,0
40000,45000,1,1,1,0,9,0
10000,20000,0,0,1,6,4,0
80000,120000,1,1,1,5,1,1
65000,85000,1,1,1,0,1,0
55000,68000,1,1,1,5,4,1
50000,50000,1,1,1,0,1,0
50000,70000,1,0,1,0,1,0
0,0,1,1,0,0,9,0
95000,115000,1,1,1,5,4,1
90,100,1,0,1,5,1,0
70000,90000,1,1,1,0,1,0
45940.00,,1,0,1,2,4,0
13000,15000,1,1,4,4,4,0
30000,45000,1,0,1,2,4,0
29000,32000,0,0,1,2,2,0
20000,30000,0,0,1,5,1,0
45000,60000,1,1,1,0,1,0
40000,45000,1,1,1,0,1,0
25000,30000,1,0,1,2,9,0
25000,45000,1,1,1,0,1,0
24000,36000,1,0,1,2,1,0
100000,115000,1,0,1,5,1,0
13000,14000,1,1,4,4,9,0
70000,120000,0,0,1,5,9,0
50000,70000,1,0,1,6,9,0
100000,200000,1,0,1,1,0,0
80000,85000,1,0,1,5,9,0
25000,35000,1,0,1,0,9,0
120000,150000,1,1,1,1,1,0
28000,40000,1,0,1,0,9,0
41000,45000,1,1,1,2,1,0
105000,125000,1,1,1,3,1,0
70000,100000,1,1,1,0,1,0
70000,100000,1,1,1,5,1,0
30000,34000,1,1,1,2,1,0
50000,70000,1,1,1,5,1,0
45000,60000,1,0,1,5,10,0
25000,30000,1,0,1,2,4,0
65000,90000,1,0,1,0,1,0
10000,22000,1,1,1,6,1,0
30000,35000,1,0,1,0,9,0
0,0,1,1,2,0,1,0
0,0,1,1,1,2,4,0
50000,80000,1,0,1,1,1,0
45000,55000,1,0,1,0,9,0
100000,180000,1,1,1,5,1,0
40000,60000,1,1,1,6,1,0
45826.00,,1,0,1,5,1,0
30000,40000,1,1,1,0,0,0
0,2000,1,0,1,6,4,0
65000,85000,1,1,1,0,1,0
3000,60000,1,0,1,6,4,1
28000,30000,0,0,1,2,2,0
38000,45000,1,1,1,2,1,0
18500,27000,1,1,3,0,4,0
50000,80000,1,1,1,5,1,0
71000,72000,1,1,0,6,1,0
0,35000,1,0,1,6,1,0
30000,65000,1,0,1,0,1,0
80000,120000,1,1,1,5,1,0
35000,40000,1,1,1,0,0,0
30000,50000,1,1,1,0,0,0
100,150,1,1,1,1,1,0
30000,40000,1,1,1,5,1,0
90000,150000,1,1,1,5,0,0
30000,50000,1,0,1,0,0,0
30000,70000,1,1,1,6,9,0
70000,85000,1,0,1,5,1,0
40000,50000,0,0,1,2,1,0
50000,65000,1,0,1,5,1,0
65000,120000,1,0,1,5,1,0
0,0,0,0,0,5,0,0
60,70,1,0,1,5,1,0
35000,50000,1,1,1,0,1,0
30000,45000,1,0,1,2,2,0
70,90,1,0,1,5,1,0
200000,240000,1,1,1,2,1,0
40000,50000,0,0,1,0,0,0
900,1000,1,0,4,5,4,0
80000,100000,1,0,1,5,1,0
115000,125000,1,0,1,3,1,0
80000,100000,1,1,1,5,1,0
40000,70000,1,1,1,0,0,0
45000,50000,1,0,0,4,1,0
40000,70000,1,1,1,0,0,0
75000,85000,0,0,1,5,1,0
35,40,1,0,1,6,2,0
42000,80000,1,1,0,6,9,0
40000,65000,1,1,1,5,1,0
60000,120000,1,0,1,0,1,0
60000,70000,0,1,1,5,1,0
42000,80000,1,1,0,6,9,0
42000,80000,1,1,0,6,9,0
42000,80000,1,1,0,6,9,0
29000,40000,1,1,1,5,9,0
55000,60000,1,0,1,5,1,0
0,0,1,0,1,2,4,0
0,0,0,0,0,5,0,0
35000,50000,1,1,1,0,9,0
35000,65000,1,1,1,0,0,0
60000,90000,0,1,1,0,9,0
1000000,1400000,1,1,1,5,1,0
30000,70000,1,1,1,5,1,0
45940.00,,1,0,1,2,4,0
0,0,1,0,1,2,4,0
45972.00,,1,0,1,2,4,0
50000,60000,1,1,1,0,1,0
1150,1150,1,0,1,2,4,0
55000,90000,1,1,1,5,5,0
25000,25000,1,0,1,2,4,0
45971.00,,1,0,1,2,4,0
20000,20000,1,0,1,2,4,0
80000,100000,1,1,1,5,1,0
45940.00,,1,0,1,2,4,0
0,0,1,0,1,2,4,0
0,0,1,0,1,2,4,0
45971.00,,1,0,1,2,4,0
956,956,1,0,1,2,4,0
45940.00,,1,0,1,2,4,0
40000,47000,1,1,1,2,4,0
0,0,1,0,1,2,4,0
45971.00,,1,0,1,2,4,0
42000,42000,1,1,1,2,4,0
0,0,1,0,1,2,4,0
0,0,1,0,1,2,4,0
60000,75000,1,1,1,6,1,0
130000,160000,0,0,1,5,1,0
45000,70000,1,1,1,5,1,0
0,100000,1,0,3,6,9,0
40000,50000,1,1,1,5,1,0
40000,60000,1,0,1,0,1,0
25000,30000,1,0,1,2,9,0
40000,45000,1,1,1,5,1,0
30000,30000,1,0,1,2,1,0
30000,70000,1,0,1,5,1,0
0,0,1,1,1,2,7,0
55000,75000,0,0,1,2,4,0
65000,80000,1,0,1,5,1,0
120000,125000,0,0,1,5,1,0
90000,130000,0,0,1,1,5,0
80000,130000,1,1,1,5,1,0
30000,45000,1,1,1,0,0,0
40000,70000,1,1,1,0,0,0
0,0,1,1,1,2,1,0
90000,110000,0,1,1,5,9,0
90000,110000,1,1,1,5,6,0
125000,150000,1,1,1,3,1,0
70000,100000,1,0,1,5,1,0
40000,45000,1,1,1,5,9,0
0,0,1,0,0,5,1,0
40000,70000,1,0,1,5,9,0
21000,35000,1,1,1,2,1,0
50000,80000,0,1,1,5,1,0
0,0,1,0,1,2,4,0
55000,65000,1,1,1,5,1,0
55000,100000,1,1,1,0,1,0
14000,25000,1,0,1,2,1,0
30000,40000,1,1,1,0,1,0
50000,70000,1,1,1,0,1,0
50000,80000,1,0,1,0,1,0
25000,30000,1,0,1,2,9,0
240000,300000,1,1,1,2,1,0
300000,420000,1,0,1,1,5,0
46002.00,,0,0,3,6,4,0
0,90000,0,0,1,5,1,0
14000,30000,1,0,1,0,1,0
150,175,1,0,1,5,1,0
90000,100000,1,0,1,5,1,0
28000,32000,1,1,1,0,0,0
40000,50000,1,1,1,5,5,0
0,0,1,0,1,2,4,0
35,45,1,1,1,2,9,0
70000,80000,1,0,1,0,1,0
45749.00,,0,0,1,5,5,0
30000,45000,1,1,1,0,4,0
25000,40000,1,1,1,5,9,0
50000,80000,0,0,1,0,7,0
90000,140000,1,0,1,1,1,0
42000,60000,0,0,0,2,4,0
15000,19000,1,1,1,2,1,0
14000,17000,1,1,3,0,0,0
0,48000,1,1,1,5,1,0
175000,250000,1,1,1,3,1,0
80,110,1,1,1,5,1,0
50000,60000,1,1,1,5,1,0
55000,75000,0,0,1,2,4,0
35000,65000,1,1,1,0,0,0
0,0,1,0,1,0,1,0
15000,20000,0,0,1,2,11,0
180000,240000,1,1,1,2,1,0
45971.00,,1,0,1,2,4,0
11000,11000,1,1,1,0,9,0
20000,30000,1,0,1,0,1,0
25000,30000,1,0,1,2,4,0
21600,31200,1,0,1,2,4,1
18000,22000,1,1,1,0,2,0
30000,48000,1,1,1,2,0,0
40000,50000,0,0,1,2,1,0
55000,80000,1,1,1,5,1,0
22000,40000,1,0,1,5,1,0
150000,250000,1,1,1,5,1,0
40000,50000,0,0,1,2,1,0
80000,150000,1,0,1,5,5,0
21600,31200,1,0,3,2,4,1
25000,65000,1,0,1,0,9,0
60000,72000,1,1,1,5,1,0
550000,720000,1,1,1,0,1,0
32000,36000,1,1,1,2,1,0
35000,45000,1,1,1,0,1,0
35000,50000,1,0,1,5,9,0
30,40,1,0,1,5,9,0
66000,84000,1,0,0,2,4,0
70000,80000,1,1,1,5,2,1
9240,13200,1,1,1,6,1,0
52000,78000,1,1,1,6,6,0
41600,52000,1,1,1,6,1,0
70000,80000,1,1,1,5,2,1
55000,68000,1,1,1,5,4,1
70000,80000,1,1,1,5,2,1
65000,80000,1,1,1,5,2,1
120000,180000,1,1,1,5,1,1
50000,58000,1,1,1,0,0,0
30000,60000,1,1,1,6,9,0
55000,79000,1,0,1,5,1,0
14000,14000,1,1,1,2,4,0
25000,35000,1,0,1,0,9,0
10000,18000,1,1,1,0,9,0
30000,80000,0,0,0,2,4,0
20000,24000,1,0,1,2,9,0
90000,150000,0,0,1,1,5,0
20000,25000,1,1,1,0,1,0
80000,120000,1,1,1,5,1,0
750000,1200000,1,0,1,5,5,0
41000,50000,1,1,1,0,9,0
36000,54000,1,0,1,0,1,0
19000,24000,1,1,3,6,4,0
45000,50000,0,0,1,2,1,0
200000,700000,0,0,1,0,1,0
35000,65000,1,1,1,0,0,0
10000,12000,1,1,1,2,1,0
24000,30000,1,1,3,2,0,0
100000,170000,0,0,1,5,1,0
40000,90000,1,1,1,5,1,0
1200,3000,1,0,1,2,1,0
200000,600000,0,0,1,0,1,0
90000,100000,0,0,1,5,1,0
90000,110000,0,0,1,5,1,0
100000,120000,0,0,1,5,1,0
90000,140000,0,0,1,5,1,0
90000,120000,0,0,1,5,1,0
80000,100000,0,0,1,5,1,0
150000,200000,0,0,1,5,9,0
90000,100000,0,0,1,5,1,0
90000,120000,0,0,1,5,1,0
29000,33000,0,0,1,6,9,0
24000,36000,1,0,1,2,12,0
29000,32000,1,0,1,0,4,0
80000,100000,1,1,1,5,1,0
50,100,1,0,1,5,1,0
18000,20000,1,0,1,2,1,0
200000,300000,0,0,1,5,5,0
18000,20000,0,0,1,2,9,0
77000,87000,1,0,1,5,1,0
0,0,1,0,0,5,1,0
20000,26000,0,0,1,2,9,0
50000,90000,1,1,1,5,1,0
78000,80000,1,1,0,5,2,0
40000,70000,1,1,1,0,0,0
35000,40000,1,0,1,0,9,0
0,0,1,1,1,0,1,0
35000,40000,1,0,1,0,4,0
35000,55000,1,0,1,5,1,0
40000,70000,1,1,1,0,1,0
0,60000,1,0,3,0,9,0
28000,32000,1,1,1,0,1,0
90000,110000,0,0,1,5,1,0
115000,130000,0,0,1,5,1,0
24000,36000,1,1,1,0,1,0
25000,35000,1,0,1,2,4,0
60000,80000,1,1,1,5,6,0
500000000,800000000,1,0,1,5,1,0
19000,24000,1,1,3,6,4,0
55000,75000,0,0,1,2,4,0
0,30000,1,1,1,2,0,0
20000,24000,1,1,1,5,9,0
35000,50000,1,1,1,0,0,0
16500,18500,1,1,1,2,9,0
25000,40000,1,1,1,5,1,0
18000,22000,1,0,1,2,1,0
1050,1100,1,0,1,2,4,0
65000,80000,1,1,1,6,1,0
18000,25000,1,0,1,3,1,0
28000,34000,1,1,1,5,5,0
50000,80000,1,1,1,6,4,0
50000,72000,1,1,1,0,1,0
70000,105000,1,0,1,5,1,0
14000,18000,1,0,1,2,1,0
80000,110000,1,1,1,0,1,0
46000,62000,1,0,1,5,1,0
2000000,2263000,1,0,1,5,1,0
6000,20000,0,0,1,2,1,0
0,0,1,0,1,2,4,0
0,0,1,0,1,2,4,0
45940.00,,1,0,1,2,4,0
0,0,0,0,1,0,1,0
17500,17500,1,0,1,6,9,0
15500,17500,1,1,1,6,9,0
17500,17500,1,0,1,6,9,0
21600,31200,1,0,3,2,4,1
100000,200000,1,0,1,5,1,0
20000,27000,0,0,3,6,9,0
96000,240000,1,1,1,6,1,0
40000,45000,1,1,1,5,1,0
0,0,1,0,1,2,4,0
20000,30000,1,0,1,5,1,0
15400,19600,1,1,1,2,9,0
25000,30000,1,1,1,2,9,0
100000,120000,1,1,1,5,9,0
45000,50000,1,0,1,5,10,0
50000,55000,1,1,1,6,9,0
20000,35000,1,0,1,2,2,0
0,0,1,1,3,2,4,0
45000,63000,0,0,1,0,0,0
60000,75000,1,1,1,1,1,0
32000,40000,1,1,1,0,1,0
60000,100000,1,0,1,5,1,0
45000,65000,1,1,1,2,1,0
85000,95000,0,0,1,5,9,0
100000,120000,0,0,1,5,1,0
100000,120000,1,0,1,5,1,0
30000,50000,1,0,1,0,4,0
50000,75000,1,1,1,5,1,0
50000,80000,1,1,1,6,4,0
15000,20000,1,1,1,6,4,0
